"distance","cab_type","time_stamp","destination","source","price","surge_multiplier","id","product_id","name"
"2.63","Uber","1543615389924","Beacon Hill","Northeastern University","11.5","1","139af26b-5960-47e1-b50b-0d88937565e0","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"2.63","Uber","1543615380660","Beacon Hill","Northeastern University","19.5","1","36a6e8f1-e28b-4a4f-9d32-04e322fcff95","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"2.63","Uber","1544975105381","Beacon Hill","Northeastern University","11.5","1","600e4983-be71-4652-9fa0-0ab00ae61f0f","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"2.63","Uber","1543323982153","Beacon Hill","Northeastern University","18","1","b3933462-3f44-47f8-9cc5-d2a389fdd837","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"2.63","Uber","1544838310582","Beacon Hill","Northeastern University","9","1","d3b57027-b5c1-41a6-b143-e346f9f34849","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"2.63","Uber","1544749507236","Beacon Hill","Northeastern University","31.5","1","db354933-f193-4882-b35f-02a2d781a623","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"1.79","Uber","1543891077288","Back Bay","Haymarket Square","8.5","1","2912460b-f1f0-4f6a-bb80-c28742d710ff","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"1.79","Uber","1543363043598","Back Bay","Haymarket Square","NULL","1","317a7023-46ad-428a-98ce-462640202603","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"1.79","Uber","1543440728281","Back Bay","Haymarket Square","8.5","1","428891d0-57ff-43b5-9885-e04b78f8326a","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"1.79","Uber","1544832608615","Back Bay","Haymarket Square","8.5","1","6013acd2-70ce-4c1e-b191-5773c50ebe46","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"1.79","Uber","1543448467920","Back Bay","Haymarket Square","13.5","1","773d6886-0c62-47de-9f98-62c6bf8f85b4","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"1.79","Uber","1543767479520","Back Bay","Haymarket Square","18","1","99ec11ff-6c55-4d7a-8911-e410084a7574","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"1.79","Uber","1543653782790","Back Bay","Haymarket Square","28.5","1","d14773fc-a25c-4821-a258-7c209419718c","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"1.97","Uber","1543262889987","Northeastern University","Beacon Hill","9","1","03153859-9435-46fb-aa55-06c0dc6d7130","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"1.97","Uber","1543468962441","Northeastern University","Beacon Hill","9","1","997b48ef-a4eb-4f0b-ad60-66aec8e342e4","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"1.97","Uber","1543445588397","Northeastern University","Beacon Hill","28.5","1","9d60e371-164b-483e-8e35-d3a5a76e8c7f","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"1.97","Uber","1544802907211","Northeastern University","Beacon Hill","8.5","1","c4c9c22e-03b8-4591-8840-0c7b0a213aac","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"3.07","Uber","1543419848280","North Station","Fenway","11","1","0c1d4786-6d71-4bcc-a9c4-44e69acd7f5c","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"3.07","Uber","1544791207639","North Station","Fenway","33","1","1053b134-f838-493d-8928-613a75c1f63c","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"3.07","Uber","1543291042285","North Station","Fenway","24","1","107ef8e8-f483-4cf4-b17c-cae6feeeafb7","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"3.07","Uber","1544408922977","North Station","Fenway","8","1","17e90e70-2000-4544-861e-a231c4b21285","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"3.07","Uber","1543327942216","North Station","Fenway","18","1","1d5c460b-e00c-4008-a735-96d9c1620b45","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"3.07","Uber","1545084010388","North Station","Fenway","NULL","1","5c95d2a5-060e-48ac-978c-34599c5f720a","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"3.07","Uber","1543818480572","North Station","Fenway","11","1","ad4872c2-1121-4787-a636-d3472df7c7da","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"1.16","Uber","1544769003787","West End","North End","27","1","2d7d2d8c-10e1-49f8-b612-84bdc6f6bb4e","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"1.16","Uber","1543295362125","West End","North End","7","1","3c40f641-d614-4681-bec5-be88d60fb402","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"1.16","Uber","1543750681845","West End","North End","16","1","469b4433-0849-4b5c-ac27-8c5d2ea06a22","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"1.16","Uber","1544956504627","West End","North End","NULL","1","7d0bd767-b5c5-4731-af73-b7db8e4be25a","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"1.16","Uber","1543332624103","West End","North End","8.5","1","da6eff37-75c2-4619-8b1e-652c23cee18c","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"1.16","Uber","1543534380873","West End","North End","8.5","1","eeab6117-d7c3-42dd-bb47-c90193a18505","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"1.16","Uber","1543341082818","West End","North End","12.5","1","f82d79e7-5612-4445-a084-fd9541e130ff","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"2.14","Uber","1543258389580","South Station","West End","16","1","3f162dc2-fdb8-4f00-bfc4-fcd04b11b716","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"2.14","Uber","1543457207222","South Station","West End","8.5","1","ac981425-c3c0-4e89-8988-55916ccaf2ac","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"2.14","Uber","1544935507590","South Station","West End","NULL","1","b530ac11-0447-42a0-bf35-48528ff53aba","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"2.14","Uber","1545100211640","South Station","West End","21.5","1","bbe323a9-6bda-416e-9aea-7f1c40c9ff92","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"2.14","Uber","1544950505517","South Station","West End","29","1","c8764feb-c262-4d06-92da-13ec1d19ff77","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"2.14","Uber","1544742615874","South Station","West End","8.5","1","d1b6a3e9-e529-40cc-93d5-6b22db46378c","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"2.14","Uber","1544815207913","South Station","West End","8","1","ea4b350d-e8fa-477c-b222-794611963b2a","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"0.91","Uber","1543870381962","Beacon Hill","Haymarket Square","26","1","08052963-c909-4cd2-8a76-ce2c8d355637","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"0.91","Uber","1543750983711","Beacon Hill","Haymarket Square","7","1","34ad8940-59e0-440f-ae99-bfa03f6878c8","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"0.91","Uber","1543870084545","Beacon Hill","Haymarket Square","7","1","4279ecaf-62fc-4846-8f69-a49b2734da66","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"0.91","Uber","1543491484380","Beacon Hill","Haymarket Square","16","1","6361e0d3-6841-4338-b459-4e2c40e21c93","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"0.91","Uber","1545068114434","Beacon Hill","Haymarket Square","7.5","1","666fd1c8-09c9-465e-ba5e-5ed6e2e05e29","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"0.91","Uber","1545014410168","Beacon Hill","Haymarket Square","11.5","1","9a7a20ea-3c24-483e-b229-fd938e3f8208","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"0.91","Uber","1543513381092","Beacon Hill","Haymarket Square","NULL","1","a9674ae6-2b55-4cd6-94c4-17c74a4ebfaa","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"2.58","Uber","1543263249929","Beacon Hill","South Station","30.5","1","141cd174-0ea2-4808-9ef2-01dd667141ab","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"2.58","Uber","1544953810335","Beacon Hill","South Station","11.5","1","1a9b53d4-cc4a-4388-889e-08edddd792d0","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"2.58","Uber","1545053112606","Beacon Hill","South Station","15","1","2326635f-537f-4158-8217-54cc469b45d0","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"2.58","Uber","1543565583668","Beacon Hill","South Station","19.5","1","24d08a22-0dda-435a-b855-0cb87c3b54a8","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"2.58","Uber","1544888709675","Beacon Hill","South Station","11.5","1","977e271b-9824-4ac1-ad0d-4de1b8d9e512","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"2.58","Uber","1544882403900","Beacon Hill","South Station","NULL","1","c0022661-1fda-4a2c-914e-8a3c5c76e4d9","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"2.58","Uber","1543428987403","Beacon Hill","South Station","8.5","1","f9834882-b7fc-412b-b2a9-5b561e9d59ca","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"2.38","Uber","1545095403355","North Station","South Station","9","1","14b8e82e-468c-4570-88e4-1b7d24c4dd11","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"2.38","Uber","1545019811061","North Station","South Station","16","1","17b7c998-8667-4e67-94e6-d8b0be12d469","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"2.38","Uber","1543633081340","North Station","South Station","23","1","1cbc47a4-6ec2-4623-85ef-163eb6b90646","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"2.38","Uber","1543509785134","North Station","South Station","31","1","5cad66fb-5a9a-41c3-b780-64a6903a778a","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"2.38","Uber","1544976312379","North Station","South Station","9.5","1","9bd3f03d-471a-436c-9f71-1b5802974e45","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"2.38","Uber","1543361603789","North Station","South Station","NULL","1","d7f8b12e-32c6-4593-a86f-2e898adb3317","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"2.38","Uber","1543464847790","North Station","South Station","9.5","1","e8550868-1e7a-42bd-9f5c-4217f8c853cf","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"0.8","Uber","1543706585189","Financial District","Haymarket Square","7.5","1","40556294-a91e-4f2a-8291-1555214525c8","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"0.8","Uber","1543326862122","Financial District","Haymarket Square","26","1","57b72ca0-b057-4b53-a033-2a5d3595d755","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"0.8","Uber","1543533776967","Financial District","Haymarket Square","16","1","a28cd0a7-5a07-4536-9740-bfb463789e1a","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"0.8","Uber","1543699683928","Financial District","Haymarket Square","NULL","1","b3e0e68f-8da3-484d-8ebd-c7c546a2357e","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"0.8","Uber","1544920816554","Financial District","Haymarket Square","7","1","be9b3645-f11a-4055-9675-cdab29777045","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"0.8","Uber","1544769611915","Financial District","Haymarket Square","7","1","d795092d-4619-4484-978b-71c0a5092796","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"0.8","Uber","1543488780493","Financial District","Haymarket Square","11.5","1","da02413b-3bfe-4b0e-89b3-13b78b3d3391","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"3.45","Uber","1543770780190","South Station","Back Bay","NULL","1","09ede7b3-2e9b-43b4-8837-a58efb2e4d7a","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"3.45","Uber","1543618688417","South Station","Back Bay","10.5","1","3c9ac81a-90ee-4841-a0b6-f35cef745853","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"3.45","Uber","1545117306620","South Station","Back Bay","34","1","5c87fed4-20b6-4929-95c8-dc8493c85fc3","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"3.45","Uber","1543824178980","South Station","Back Bay","23","1","94148b27-257b-41ed-9e5b-fec2f4bc50ed","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"3.45","Uber","1543881782242","South Station","Back Bay","10.5","1","9b220d1d-6918-4779-858f-d4d33072d6e6","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"3.45","Uber","1544977210974","South Station","Back Bay","16","1","ac4b2cd3-47c8-4f8a-a999-beed46842910","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"3.45","Uber","1543463767933","South Station","Back Bay","10","1","ade95a8a-7d3a-4b87-a521-1304f726b907","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"1.35","Uber","1544938207694","North End","Beacon Hill","NULL","1","0aff88b5-eace-4d68-927f-8957636e1549","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"1.35","Uber","1545014711240","North End","Beacon Hill","27.5","1","763b7bf4-82d4-4173-bb21-df5f798be3de","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"1.35","Uber","1544937309004","North End","Beacon Hill","9","1","8c3304ae-16ce-495f-8686-7d22e904ade7","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"1.35","Uber","1544777706543","North End","Beacon Hill","16","1","94339c6f-0315-41a9-ac54-d658b8528f51","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"1.35","Uber","1543722480958","North End","Beacon Hill","9","1","956d6de9-9fa4-4855-a40d-6cf8fbe82f72","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"1.35","Uber","1544984404092","North End","Beacon Hill","9","1","95f9d94d-c20c-4efd-aeb8-bd431f278728","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"1.35","Uber","1544781006630","North End","Beacon Hill","14","1","b7ba0aaf-6c4a-4aa7-9e2b-2d01fca3fa9c","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"1.16","Uber","1543879383199","Theatre District","Haymarket Square","7","1","2bec0e8e-8bc4-457f-bd89-f6359eda63af","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"1.16","Uber","1543876682448","Theatre District","Haymarket Square","12.5","1","5eada701-449e-46df-98f9-d1f1d2f99473","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"1.16","Uber","1543482185926","Theatre District","Haymarket Square","26","1","7266defd-e318-4cf4-9578-6073a45517fc","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"1.16","Uber","1545082812274","Theatre District","Haymarket Square","7.5","1","7480e37f-8226-4f52-b3c5-27715ece9897","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"1.16","Uber","1545082807252","Theatre District","Haymarket Square","NULL","1","902d1402-6fa6-40ff-a191-709fefad22f9","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"1.16","Uber","1543357824954","Theatre District","Haymarket Square","17","1","b5b889f1-3e4a-4eff-afa3-62aa3ffe5160","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"1.16","Uber","1543758777573","Theatre District","Haymarket Square","7.5","1","c6ca71db-d49a-48de-b64b-92af994bcd9d","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"2.8","Uber","1545138603671","Boston University","West End","11","1","28aab9c5-d14e-47a9-b3ed-4ebdf31623e5","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"2.8","Uber","1543366283445","Boston University","West End","34","1","6f289572-53c0-457f-9112-b88a47e11660","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"2.8","Uber","1543805877985","Boston University","West End","11","1","7ce4e4bd-0983-4b67-976f-ec6eaf580ac3","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"2.8","Uber","1543443519812","Boston University","West End","NULL","1","7e1c1f6c-62b6-4102-853e-cb7c359d93ff","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"2.8","Uber","1543656182434","Boston University","West End","17","1","8cad2132-8b60-4799-82f9-daee668f2d8e","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"2.8","Uber","1545055212592","Boston University","West End","25","1","96498f61-7aa2-4dc2-8d7f-502960e26de4","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"2.8","Uber","1543492979415","Boston University","West End","11","1","ab9af003-b3c4-48f7-a181-07bd678ab07e","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"1.03","Uber","1543681087120","North Station","North End","16.5","1","2e2adf28-6a19-4522-b3b6-6c22446806e5","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"1.03","Uber","1543558385061","North Station","North End","13","1","5d5c3585-d320-45e3-9914-0f4febd1da13","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"1.03","Uber","1544947212101","North Station","North End","8.5","1","669840ff-bf93-4088-9d22-030cec32653a","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"1.03","Uber","1543829881891","North Station","North End","8.5","1","958b9ece-4b70-4602-8c83-575ffcf4ed79","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"1.03","Uber","1543573985668","North Station","North End","26.5","1","a00a690e-d1d3-4517-93bc-d1ca4f1ac975","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"1.03","Uber","1543451167877","North Station","North End","6.5","1","ec8fe270-cabc-4184-b93a-d5979ccb4638","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"1.03","Uber","1543431985945","North Station","North End","NULL","1","fced5f94-d595-4625-8b27-0f47fbe475bd","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"1.07","Uber","1544721609043","Financial District","North End","7.5","1","02d73329-9bea-4ca2-8ff9-6c55ccad3b82","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"1.07","Uber","1543776183921","Financial District","North End","27.5","1","25176ef3-4647-436b-9dd5-45fc7b8019e9","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"1.07","Uber","1544722809634","Financial District","North End","10.5","1","29985b85-7874-4feb-9b44-e3acac533b1b","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"1.07","Uber","1543302022223","Financial District","North End","NULL","1","6c15d9ff-ffd1-42fc-8428-b7291351e058","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"1.07","Uber","1543324342137","Financial District","North End","15","1","82e0e111-c1da-45dd-957d-adb418565341","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"1.07","Uber","1545146711493","Financial District","North End","7.5","1","a90b133c-38e8-43ff-a81a-1706a96e9531","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"1.07","Uber","1543845485691","Financial District","North End","7.5","1","dc435ed9-3de3-4484-821e-465e28586b4d","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"1.57","Uber","1544949303415","North End","Theatre District","15","1","4c75bf77-692f-48be-9d70-0e7404190bc3","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"1.57","Uber","1543298784527","North End","Theatre District","9.5","1","4d17205e-4547-43b6-a6fe-1af3a9019306","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"1.57","Uber","1544707503428","North End","Theatre District","9","1","56221897-27a1-45c2-abf8-7edfed355ebb","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"1.57","Uber","1543282041967","North End","Theatre District","28.5","1","848baff6-dfd1-4d3f-a9e1-c2e56b2e5307","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"1.57","Uber","1543415184674","North End","Theatre District","20.5","1","a0aa6ec3-df34-4f93-96c5-f5fe921c1050","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"1.57","Uber","1544681407145","North End","Theatre District","NULL","1","c4d81c23-0817-46d8-81d6-5d3651719f82","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"1.57","Uber","1545029110459","North End","Theatre District","9.5","1","ed302e9f-d021-488e-9f3c-b6810fd78424","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"1.08","Uber","1543315703563","Northeastern University","Back Bay","15","1","2216ff7a-d45c-4f5e-8f33-911d325359b9","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"1.08","Uber","1545015610922","Northeastern University","Back Bay","27","1","2b6f1da1-1d4b-4ddf-9a29-22586db87ff5","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"1.08","Uber","1543622889918","Northeastern University","Back Bay","12.5","1","5a61910c-638e-471a-8c5f-a7b377207c6d","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"1.08","Uber","1544673605680","Northeastern University","Back Bay","12.5","1","664beb11-fb2c-4598-a454-54ba30ae6484","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"1.08","Uber","1545159311465","Northeastern University","Back Bay","NULL","1","a70803a5-4d71-45ba-b064-7293dd833ec3","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"1.08","Uber","1543328662074","Northeastern University","Back Bay","18.5","1","b961a2a8-4297-4667-975b-d4edec6dc7cd","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"1.08","Uber","1543286182234","Northeastern University","Back Bay","12","1","c677482d-0bc6-4a4b-95b4-9950a31d194c","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"7.46","Uber","1543457207446","Northeastern University","Financial District","NULL","1","797848bb-3e80-41a2-a997-ffdc294530eb","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"7.46","Uber","1544818505606","Northeastern University","Financial District","16","1","eeae82c8-83e0-44e8-bf70-8e5eb8fb83e4","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"2.8","Uber","1543565337411","Boston University","West End","17","1","05c12d8d-e59a-4128-93f6-09807b1d93dc","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"2.8","Uber","1544805305459","Boston University","West End","NULL","1","31c986f1-39a6-460a-a7e4-72d3f0bef5a4","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"2.8","Uber","1543363582394","Boston University","West End","9","1","75757985-a3fa-4a03-8acf-087efb17b82d","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"2.8","Uber","1543323621948","Boston University","West End","10.5","1","b801cb2e-a050-469d-8c79-4df39b6e2562","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"2.8","Uber","1543275194369","Boston University","West End","32.5","1","c03059f5-0d57-482f-a7b1-5b5841d3d51e","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"2.8","Uber","1544989807410","Boston University","West End","22","1","c19ec0fd-2edb-49ac-bb63-d10773aed25a","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"2.8","Uber","1543531683390","Boston University","West End","10.5","1","fdb22af7-d97a-4aa2-aef3-eab78ba95f2d","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"1.58","Uber","1543526311043","North Station","South Station","9.5","1","60cb289f-005a-4e9d-a0c5-01d696e2c49f","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"1.58","Uber","1544940604727","North Station","South Station","17","1","8d309c01-c0bf-4e42-8cd5-e3d48280901a","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"1.58","Uber","1543504076022","North Station","South Station","9.5","1","a60d96fd-da0a-4815-a9c6-58d8d953f869","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"1.58","Uber","1543289423826","North Station","South Station","13","1","a7a9c6d1-a3b2-4742-9238-c427c065d81b","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"1.58","Uber","1544693708968","North Station","South Station","6.5","1","e0aaf8b3-5a13-4a94-b586-b20e269002a0","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"1.58","Uber","1543472281961","North Station","South Station","NULL","1","f1e29320-2c3c-420e-9619-ba5b952b37f0","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"1.58","Uber","1545000012994","North Station","South Station","27.5","1","f9ebc7b1-2a89-4a46-a9e4-f56bb0409ad4","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"1.71","Uber","1543823280336","South Station","West End","NULL","1","10b55319-74c4-4122-8d20-9b73b68e2cef","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"1.71","Uber","1544703610720","South Station","West End","8","1","24c519f1-0ff3-4ac4-a431-8a629bc88a6a","997acbb5-e102-41e1-b155-9df7de0a73f2","UberPool"
"1.71","Uber","1543458367400","South Station","West End","8","1","4df91d19-8185-4adf-9c88-b1e0f1994812","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"1.71","Uber","1543356924116","South Station","West End","18.5","1","5ce4c14f-b8d3-4c23-b887-a46f3bdd1ce4","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"1.71","Uber","1543453147941","South Station","West End","14","1","6b52af53-750b-472b-9c1b-a65e52e7e218","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"1.71","Uber","1544837103761","South Station","West End","8","1","d86b1dba-7028-45b5-b23f-cdd9ff3c4266","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"1.71","Uber","1543786083146","South Station","West End","26","1","ee168977-ed34-4c27-b748-d20a1f1cc46a","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"1.21","Uber","1543694579089","North End","Financial District","8.5","1","5edb492c-e4bd-4432-b6de-206bc382ffbe","55c66225-fbe7-4fd5-9072-eab1ece5e23e","UberX"
"1.21","Uber","1544962211322","North End","Financial District","8.5","1","6f454100-d668-4434-9be9-0a6201967980","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"1.21","Uber","1544989213057","North End","Financial District","NULL","1","86791180-435f-413a-8307-d0b089030b8a","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
"1.21","Uber","1543726386467","North End","Financial District","17","1","968f7df9-c14b-4541-b15d-c88460161891","6c84fd89-3f11-4782-9b50-97c468b19529","Black"
"1.21","Uber","1543397707984","North End","Financial District","26","1","a995b7b2-c081-467e-bbcf-d62fb82ad768","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"1.21","Uber","1544766314887","North End","Financial District","13","1","bb94881f-cd15-474c-9e80-5b24a631f824","6f72dfc5-27f1-42e8-84db-ccc7a75f6969","UberXL"
"3.23","Uber","1543425384781","Beacon Hill","Boston University","35","1","09b42fcc-447e-4563-8a5a-77d90eb11a0d","6d318bcc-22a3-4af6-bddd-b409bfce1546","Black SUV"
"3.23","Uber","1543878482055","Beacon Hill","Boston University","13","1","1db63860-6bc5-4b0e-84b7-4ad0a78e7b75","9a0e7b09-b92b-4c41-9779-2ad22b4d779d","WAV"
"3.23","Uber","1544697004374","Beacon Hill","Boston University","NULL","1","61cc8da4-12d4-4e48-8683-b089a893042e","8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a","Taxi"
